author_id,date_end,date_start,diary,id,lemmatized,sentiment_DOS,Intensity (Сергей),Polarity (Сергей),Noise class (Сергей),Intensity (Лена),Polarity (Лена),Noise class (Лена),Intensity (Артем),Polarity (Артем),Noise class (Артем),text
830,,1876-06-25,840,177323,"в пятница 11-го происходить похоронный церемония в лютеранский церковь св. анна. присутствовать императрица, вести. княгиня александра петровна и мария александровна, вести. кн. владимир и младший вести. князь. от церковь до варшавский железный дорога тянуться процессия по утверждать церемониал. в строй быть конный гвардия, стрелка и артиллерия. в церковь из сановный и чиновный лицо быть немного. вчера быть опять в город. торги на домбровый. вечер приезжать мой тегернзейский гость ген. штрунц.    
сегодня у обедня. видеть кн. лобанова. восточный горизонт не проясняться. кажется, что по совет англия турция готовить удар против сербия и черногория. это косвенный удар мы. добиваться!
",neutral,,,ф,,,,,,,"В пятницу 11-го происходила похоронная церемония в лютеранской церкви св. Анны. Присутствовали императрица, вел. княгини Александра Петровна и Мария Александровна, вел. кн. Владимир и младшие вел. князья. От церкви до Варшавской железной дороги тянулась процессия по утвержденному церемониалу. В строю были конная гвардия, стрелки и артиллерия. В церкви из сановных и чиновных лиц было немного. Вчера был опять в городе. Торги на Домброво. Вечером приехал мой тегернзейский гость ген. Штрунц.    
Сегодня у обедни. Видел кн. Лобанова. Восточный горизонт не проясняется. Кажется, что по совету Англии Турция готовит удар против Сербии и Черногории. Это косвенный удар нам. Добились!"
318,,1946-01-29,323,77709,"вчера состояться лекция приезжать профессор г. м. коган «о стихийность и сознательность в исполнительский искусство». много пример, чем вывод. но вообще интересный и своевременно. вечер — морозный румянец закат у кирха. заниматься с виталий. встречать удивительный стихотворение лишина:    
       
>если вспомнить я, друг милый,    
>если бы я мочь, как дитя, заплакать...
",neutral,,,ф,,,,,,,"Вчера состоялась лекция приехавшего профессора Г. М. Когана «О стихийности и сознательности в исполнительском искусстве». Больше примеров, чем выводов. Но вообще интересно и своевременно. Вечером — морозный румянец заката у Кирхи. Занимался с Виталием. Встретил удивительное стихотворение Лишина:    
       
>Если вспомнишь меня, друг милый,    
>Если бы я мог, как дитя, заплакать..."
2232,,1925-01-07,2242,450750,"праздник рожество христов, праздновать, быть весело.
",speech,,,ф,,,,,,,"Праздник Рожества Христова, праздновали, было весело."
2205,,1920-01-08,2215,411387,"26 ст.[арого]ст.[иля]    
с праздник рождество христов! опять рождество, а затем и конец еще один год. что это объяснять?     
<com id=""15352282681417""/>или привычка?    
как только рождество и я думать об александра и ждать его. зачем? чтобы поговорить, «отводить свой душенька.» а много ведь не с кто, весь злой, злой человек, и я зло, нет злость во я нет, а быть, недоверчивость к они и собственный излишний гордость. время все лететь, да лететь. вот уже проходить половина учебный год и так незаметно, незаметно. теберь [теперь] с урок начинать справляться подготовка не так много. к ученик тоже привыкать, только вот не мочь никак привыкать к человек к общество. почемуж? или я так мало знать всего. нет, нет это то и плохо, что я так думать, пусть хотя бы так и быть, но ведь не все же научный разговор должный быть, да и что я, ведь самый неученый девушка, и очень много такой, может раса[з]к[г]оваривать, легко делиться все с окружающие, а я что зачем я такой? нет надо много общение с человек, много разговор, много гость приглашать домой, крепнуть в свой сила. ведь у я быть теперь сила — я не маленький, не ученица. делать как хотеть, а с папа и мама можно тоже поладить, да мочь быть они и не против, да и конечно. так в что же дело? зачем еще медлить! вперед, вперед; скоро вперед!
",skip,,,ф,,,,,,,"26 ст.[арого]ст.[иля]    
С праздником Рождества Христова! Опять Рождество, а затем и конец ещё одного года. Чем это объяснить?     
<com id=""15352282681417""/>или привычкой?    
Как только Рождество и я думаю об Александре и жду его. Зачем? Чтобы поговорить, «отвести свою душеньку.» А больше ведь не с кем, все злые, злые люди, и я зла, нет злости во мне нет, а есть, недоверчивость к ним и собственная излишняя гордость. Время всё летит, да летит. Вот уже прошла половина учебно́го года и так незаметно, незаметно. Теберь [Теперь] с уроками начинаю справляться подготовки не так много. К ученикам тоже привыкла, только вот не могу никак привыкнуть к людям к обществу. Почемуже? Или я так мало знаю всего. Нет, нет это то и плохо, что я так думаю, пусть хотя бы так и было, но ведь не всё же научные разговоры должны быть, да и что я, ведь самая неучёная девушка, и очень много таких, может рас[з]к[г]оваривать, легко делится всем с окружающими, а я что зачем я такая? Нет надо больше общения с людьми, больше разговоров, больше гостей приглашать домой, крепнуть в своей силе. Ведь у меня есть теперь сила — я не маленькая, не ученица. Делай как хочешь, а с папой и мамой можно тоже поладить, да может быть они и не против, да и конечно. Так в чём же дело? Зачем ещё медлить! Вперёд, вперёд; скорей вперёд!"
1603,,1941-12-11,1613,282360,"сегодня научаться колоть дрова: за полчаса раскалывать 5 большой полено (каждый на 6-8 штука). очень это рад. теперь все дрова быть колоть я, а не хозяин, который чуть ли не ½ поколоть тащить себя!    
сводка сегодня нельзя сказать, чтобы плохой, но и не очень-то хороший: наш войско отбивать елец (елец находиться приблизительно в 150 км на юго-восток от орел. далеко забираться, черт. читать газета, правда, довольно старый, за 5-е и 6-е. судя по он, дело под москва обстоять обстоять все еще неважно. особенно на можайский направление. на юг бой идти около таганрог. последний день я страшно хотеться в москва. скоро бы кончаться война.    
1. с сегодняшний день у мы быть жить постников.    
2. картошка у мы оставаться только на 10-15 день    
3. начинать ждать ответ от костя
",neutral,,,ф,,,,,,,"Сегодня научился колоть дрова: за полчаса расколол 5 больших полен (каждое на 6-8 штук). Очень этому рад. Теперь все дрова буду колоть я, а не хозяева, которые чуть ли не ½ поколотого тащат себе!    
Сводка сегодня нельзя сказать, чтобы плохая, но и не очень-то хорошая: наши войска отбили Елец (Елец находится приблизительно в 150 км на юго-восток от Орла. Далеко забрались, черти. Читали газеты, правда, довольно старые, за 5-е и 6-е. Судя по ним, дела под Москвой обстоят обстоят все еще неважно. Особенно на Можайском направлении. На юге бои идут около Таганрога. Последние дни мне страшно хочется в Москву. Скорее бы кончалась война.    
1. С сегодняшнего дня у нас будет жить Постникова.    
2. Картошки у нас осталось только на 10-15 дней    
3. Начинаю ждать ответа от Кости"
606,,1929-12-27,616,403573,"27, пятница. на почта и у буз[ескул]. вече[ер] у корс[аковый]. зак[азный] анкета в цекуба. 10+10+20+15=55 м[инута].
",neutral,,,ф,,,,,,,"27, пятница. На почте и у Буз[ескула]. Веч[ер] у Корс[аковых]. Зак[азным] анкета в ЦеКУБУ. 10+10+20+15=55 м[инут]."
2267,,1948-02-01,2277,452330,"воскресение. дома один. на улица ветер, холод. этот ветер всегда вызывать какой-то скука, к то же я болеть грипп. ой, как трудно жить один на свет. письмо получать от клаша.
",negative,,,ф,,,,,,,"Воскресенье. Дома одна. На улице ветер, холод. Этот ветер всегда вызывает какую-то скуку, к тому же я болею гриппом. Ой, как трудно жить одной на свете. Письмо получила от Клаши."
229,,1974-02-14,222,344145,"(...) [вклейка вырезка из газета: «сообщение тасс»] день сообщать, что солженицын останавливаться у г. белль. передача запись речь с. к репортер, где он говорить, что очень уставать и просить давать он «понимать себя». по голос слышно, что он возбуждать. (...) среди день улавливать в себя, что я почему-то радостно. это довольно редкий ощущение теперь. но я сразу понимать это потому что я весь время думать о то, как сейчас хорошо белль и солженицын вместе, какой это светлый и удивительный встреча. высылка с. освобождение не только для он, но и для советский право-ва: теперь уж не нужно каждый день совершать видимый весь мир пакость. в какой-то мера это и освобождение от комплекс неполноценность, который навязывать он с. весь станция передавать отклик на высылка солженицын. они весь окрашивать облегчение и непритворный радость.
",neutral,,,ф,,,,,,,"(...) [вклейка вырезки из газеты: «Сообщение ТАСС»] Днем сообщают, что Солженицын остановился у Г. Белля. Передача записи речи С. к репортерам, где он говорит, что очень устал и просит дать ему «понять себя». По голосу слышно, что он возбужден. (...) Среди дня уловил в себе, что мне почему-то радостно. Это довольно редкое ощущение теперь. Но я сразу понял это потому что я все время думаю о том, как сейчас хорошо Беллю и Солженицыну вместе, какая это светлая и удивительная встреча. Высылка С. освобождение не только для него, но и для советского прав-ва: теперь уж не нужно каждый день совершать видимые всему миру пакости. В какой-то мере это и освобождение от комплекса неполноценности, который навязал ему С. Все станции передают отклики на высылку Солженицына. Они все окрашены облегчением и непритворной радостью."
402,,1925-08-23,410,166306,"вернувся з Рокитної, вернувся з тяжкий серце. на всьом ознак руїни, занепад; мабутить, жадної хать на містечку нема, як не покривилася б, не западать в земля, не маленький проваленої покрівлі, облуплениха, обдертиха стін, повибиваниха шибкий. люда ходять, нем сонні муха, не знаючи, що робить з себя й куди себя подіти, де голова прихилити. Безробіття, скрутой страшенный. багато, як і взагалі по село, починать будуватиться — і рок живуть по недобудованиха, не охаючений хатка. Навіть сьогорічній урожай не поправлять діла, бо — один — хліб дешевий (як продавати мужикові!), а друг — дощі і він рост і в копа, і в стіжках: я ще такой зелениха стіжків ніколи не бачивать. І рост всюди страшный, запекать зненависть проть режим, що до такой довів человек. лайка, нехвалка почуєш усюди. І разом рост розбрат, розгардияш, напастування всіх протить всіх і деморалізація. Містечко, село ще гірше виглядають, ніж паразит-місто.    
Наші теж полишать тяжка вражіння. мусилять вибратися з своєї хать. живуть десь на край садиться, на белебні; кругом ні деревця, ніякісенького захист. перетягли якось свої «недограбка» (ода грабуватить) і сидять над они, як на ріках вавилонський. житть ниякий, ні перед себя, ні за себя — нічогісенько. Бувші люда... не знають, що з себя робить: аби день до вечора! а найгірше, що це пониженний показываться нікому непотрібним, бо і всім же становиться далеко гірше жить. спустошенний і здичавіння.    
судова справа скінчилась нічим. простаивать ми зранка до 3-ої годинить і мы об’являть: засідателі судові не прийшли і всі справлять одкладеный на місяць. теж порядок! розказують, що судця бігає сам по містечку тот за поля затягає засідателів: ніхто йти не охотиться. безладдя, самоволить, примха і тут панують неподільно. І це хвалить «совітська» організація! а час, а енергії скільки на цей непотріб витрачається! славетний «ноп» (науковый організація праці) тот «лига-время» сюди й не зазирнуть, хоча вже, здається, і по великий містах про они забули радикально. Принаймні вже не кричать, навіть не згадують. всюди весь валиться. нема тільки то, хто б виконать заповіт Ніцше: «хто падає — підштовхни його». І падає, і гниє-загниває, і якось, до час, держиться...
",skip,,,ш,,,,,,,"Вернувся з Рокитної, вернувся з тяжким серцем. На всьому ознака руїни, занепаду; мабуть, жадної хати на містечку нема, яка не покривилася б, не запала в землю, не мала проваленої покрівлі, облуплених, обдертих стін, повибиваних шибок. Люде ходять, немов сонні мухи, не знаючи, що робити з собою й куди себе подіти, де голову прихилити. Безробіття, скрута страшенна. Багато, як і взагалі по селах, почало будуватись — і роками живуть по недобудованих, не охаючених хатках. Навіть сьогорічній урожай не поправив діла, бо — одно — хліб дешевий (як продавати мужикові!), а друге — дощі і він росте і в копах, і в стіжках: я ще таких зелених стіжків ніколи не бачив. І росте всюди страшна, запекла зненависть проти режиму, що до такого довів людей. Лайку, нехвалки почуєш усюди. І разом росте розбрат, розгардіяш, напастування всіх проти всіх і деморалізація. Містечко, село ще гірше виглядають, ніж паразит-місто.    
Наші теж полишили тяжке вражіння. Мусили вибратися з своєї хати. Живуть десь на краю села, на белебні; кругом ні деревця, ніякісенького захисту. Перетягли якось свої «недограбки» (од грабувати) і сидять над ними, як на ріках вавилонських. Життя ніякого, ні перед собою, ні за собою — нічогісенько. Бувші люде... Не знають, що з собою робити: аби день до вечора! А найгірше, що це пониження показалось нікому непотрібним, бо і всім же стало далеко гірше жити. Спустошення і здичавіння.    
Судова справа скінчилась нічим. Простояли ми зранку до 3-ої години і нам об’явили: засідателі судові не прийшли і всі справи одкладено на місяць. Теж порядки! Розказують, що судця бігає сам по містечку та за поли затягає засідателів: ніхто йти не охотиться. Безладдя, самоволя, примхи і тут панують неподільно. І це хвалена «совітська» організація! А часу, а енергії скільки на цей непотріб витрачається! Славетний «ноп» (наукова організація праці) та «Лига-время» сюди й не зазирнули, хоча вже, здається, і по великих містах про них забули радикально. Принаймні вже не кричать, навіть не згадують. Всюди все валиться. Нема тільки того, хто б виконав заповіт Ніцше: «хто падає — підштовхни його». І падає, і гниє-загниває, і якось, до часу, держиться..."
129,,1971-07-31,134,84392,"утро я приносить молоко из палатка, и мы с яшка в сад собирать яблоко и вишня. позавтракать, сделать яшка удочка, поцеловать свой семейство и поехать домой. по путь зайти к игорь холин. поздно игорь быть у я, я отдавать он 8 штука за 145 р. заходить коновалов, взять несколько книжка и пластинка. в 12-м час ночь я ходить к холин пить компот.
",neutral,,,ф,,,,,,,"Утром я принес молоко из палатки, и мы с Яшкой в саду собирали яблоки и вишни. Позавтракал, сделал Яшке удочку, поцеловал свое семейство и поехал домой. По пути зашел к Игорю Холину. Позже Игорь был у меня, я отдал ему 8 штук за 145 р. Заходил Коновалов, взял несколько книжек и пластинок. В 12-м часу ночи я ходил к Холину пить компот."
165,,1901-05-30,183,279598,"*четверг.* сразу становиться холодно, задувать северный ветер. у ольга темп[ература] быть низко вчерашний.    
завтракать один. играть в теннис с н. н. ломен и офицер — без дама.    
много читать и писать.    
после обед кататься вокруг бабигон.
",neutral,,,в?,,,,,,,"*Четверг.* Сразу стало холодно, задул северный ветер. У Ольги темп[ература] была пониже вчерашней.    
Завтракали одни. Играл в теннис с Н. Н. Ломеном и офицерами — без дам.    
Много читал и писал.    
После обеда катались вокруг Бабигона."
858,,1903-08-10,868,422473,"вчера быть обычный доклад. спрашивать: утверждать ли государь журнал совещание три министр, ламздорф, витта и я, по дело дальний восток, на основание совещание в порт-артур. государь отвечать уклончиво, что он не дочитывать еще последний четыре страница. этот совещание (второй уже) быть у мы 1 август, и государь выражать желание, чтобы быть приглашать и безобраз. «пусть, — сказать государь ламздорф, — оставаться при особый мнение».    
безобраз отвечать на приглашение условно, указывать, что в этот день он ожидать быть принимать у государь. государь я говорить, что действительно (в 6 час вечер) безобраз бьи принимать. мы же заседать до первый час ночь. поэтому безобраз мочь являться на заседание хотя в 9 или 10 час вечер. но он йе являться и уже выпускать жалоба, что он не приглашать. надо это рассевать.    
в доклад мой большой упоминание заслуживать дело о политически неблагополучный элемент в армия. к мы поступать привлекать к ответственность. когда о они дело оканчиваться, то некоторый исключаться из ряд армия, а некоторые арестовываться. из нижний чин, совершать преступление до поступление в армия, быть в 1898 г. — 8 человек, 1899 — 15, 1900 — 30, 1901 — 25, 1902 — 40, в 1903 по 1 июль — 73. офицер — 8 за 5 год. мера принимать надо серьезный, но я снова государь докладывать, что, без оздоровление весь народный масса, зараза в армия быть проникать весь более и более.    
ездить сегодня в собор, монастырь, поганкин палата. быть на «чай» у дворянин. обедать с французский миссия, пендзек и два его адъютант. государь и государыня быть к они очень любезный и, после обед, на платформа говорить с каждый. ольга александровна быть тоже приглашать занимать они, но скоро отказываться. подходить ко я и откровенно говорить, что это очень скучный и что она это делать не уметь. жаловаться, что забывать французский язык.    
сегодня быть общий парад. проходить прекрасно. погода благоприятствовать. весь войско иметь в(есьма) свежий и бодрый вид. лошадь в отличный тело. 20-й корпус представляться очень хорошо. хорошо другой, на мой взгляд, проходить полка 37-й пехотный дивизия. два день подряд государь с офицер завтракать в поле. при провод офицер несколько сотня офицер так тесниться к государь с крик «ура» и с желание подымать на «ура», что я и фредерикс с труд два день сдерживать этот толпа. надо принимать мера.    
вчера на доклад, как вывод из маневр, я докладывать государь после обзор действие два сторона, что маневр задумывать быть прекрасно, интересно в высокий степень, но что начальник сторона требоваться выдающийся.    
стратегически каханов действовать очень хорошо. мейендорф очень плохо. тактически и тот, и другой действовать слабо, в особенность благодаря отсутствие корпусный конница.    
сейчас пить чай с царский семья. государь быть очень в дух. много говорить. смеяться много то, что гессе упасть в толпа. ольга александровна рассказывать, что какой-то офицер взять ее рука и она толкать офицер. государыня, с который я сидеть рядом, много говорить со я о предстоящий маневр в варшавский военный округ. я она напоминать, как 5 год то назад перед отъезд с государь, по случай смерть бабушка его, государыня говорить я о необходимость мы спешить с перевооружение артиллерия.    
за завтрак в царский шатер я сидеть рядом с ольга александровна. говорить о то, что она собираться делать. она сказать: «я поехать в этот несчастный дания». когда я она, шутя, замечать, что она высказывать я доверие, высказывать такой смелый мысль, она я отвечать, я не скрывать, что не любить дания. тут же она поставлять в преображенский полк и в жизнь для себя первый номер брат и только второй муж, и когда я замечать, что обыкновенно бывать обратно, она я мило отвечать: «я свой брат знать рано и полюбить рано».    
за чай ольга александровна довольно больно укусить государь свой белый зуб за рука. государь вскрикивать и давать она хороший пинок, но сделать это в высокий степень любовно. любовно смотреть на ольга александровна и государыня.
",skip,,,в?,,,,,,,"Вчера был обычный доклад. Спросил: утвердил ли государь журнал совещания трех министров, Ламздорфа, Витте и меня, по делам Дальнего Востока, на основании совещаний в Порт-Артуре. Государь ответил уклончиво, что он не дочитал еще последних четырех страниц. Это совещание (второе уже) было у нас 1 августа, и государь выразил желание, чтобы был приглашен и Безобразов. «Пусть, — сказал государь Ламздорфу, — останется при особом мнении».    
Безобразов ответил на приглашение условно, указав, что в этот день он ожидает быть принятым у государя. Государь мне говорил, что действительно (в 6 часов вечера) Безобразов бьи принят. Мы же заседали до первого часу ночи. Поэтому Безобразов мог явиться на заседание хотя в 9 или 10 часов вечера. Но он йе явился и уже выпустил жалобу, что его не пригласили. Надо это рассеять.    
В докладе моем наибольшее упоминание заслуживает дело о политически неблагополучном элементе в армии. К нам поступают привлеченные к ответственности. Когда о них дела оканчиваются, то некоторые исключаются из рядов армии, а некоторые арестуются. Из нижних чинов, совершивших преступление до поступления в армию, было в 1898 г. — 8 человек, 1899 — 15, 1900 — 30, 1901 — 25, 1902 — 40, в 1903 по 1 июля — 73. Офицеров — 8 за 5 лет. Меры принять надо серьезные, но я снова государю докладывал, что, без оздоровления всей народной массы, зараза в армии будет проникать все более и более.    
Ездили сегодня в собор, монастырь, Поганкины палаты. Были на «чае» у дворян. Обедали с французской миссией, Пендзеком и двумя его адъютантами. Государь и государыня были к ним очень любезны и, после обеда, на платформе говорили с каждым. Ольга Александровна была тоже приглашена занимать их, но скоро отказалась. Подошла ко мне и откровенно говорила, что это очень скучно и что она этого делать не умеет. Жаловалась, что забыла французский язык.    
Сегодня был общий парад. Прошел прекрасно. Погода благоприятствовала. Все войска имели в(есьма) свежий и бодрый вид. Лошади в отличных телах. 20-й корпус представился очень хорошо. Лучше других, на мой взгляд, прошли полки 37-й пехотной дивизии. Два дня подряд государь с офицерами завтракает в поле. При проводах офицеров несколько сот офицеров так теснятся к государю с криками «ура» и с желанием поднять на «ура», что я и Фредерикс с трудом два дня сдерживали эту толпу. Надо принять меры.    
Вчера на докладе, как вывод из маневров, я доложил государю после обзора действий двух сторон, что маневр задуман был прекрасно, интересно в высшей степени, но что начальники сторон требовались выдающиеся.    
Стратегически Каханов действовал очень хорошо. Мейендорф очень плохо. Тактически и тот, и другой действовали слабо, в особенности благодаря отсутствию корпусной конницы.    
Сейчас пил чай с царской семьею. Государь был очень в духе. Много говорил. Смеялись много тому, что Гессе упал в толпе. Ольга Александровна рассказывала, что какой-то офицер взял ее руку и ею толкал офицеров. Государыня, с которой я сидел рядом, много говорила со мной о предстоящих маневрах в Варшавском военном округе. Я ей напомнил, как 5 лет тому назад перед отъездом с государем, по случаю смерти бабушки его, государыня говорила мне о необходимости нам спешить с перевооружением артиллерии.    
За завтраком в царском шатре я сидел рядом с Ольгой Александровной. Говорили о том, что она собирается делать. Она сказала: «Я поеду в эту несчастную Данию». Когда я ей, шутя, заметил, что она высказывает мне доверие, высказывая такую смелую мысль, она мне ответила, я не скрываю, что не люблю Данию. Тут же она поставила в Преображенском полку и в жизни для себя первым номером брата и только вторым мужа, и когда я заметил, что обыкновенно бывает обратно, она мне мило ответила: «Я своего брата знаю раньше и полюбила раньше».    
За чаем Ольга Александровна довольно больно укусила государя своими белыми зубами за руку. Государь вскрикнул и дал ей хорошего пинка, но сделал это в высшей степени любовно. Любовно смотрит на Ольгу Александровну и государыня."
457,,1832-10-04,465,129160,"нет худо без добро: без критика (который не знать, как называть) на «послание» шихматов к брат,<com id=""14694569414285""/> напечатать в 53-й часть «вестник», я, мочь быть, не скоро бы удаваться восхищаться прекрасный описание конь, находиться в сие послание и не уступать ни один из известный, хвалить, вот оно:    
            
>но кто там мчаться в колесница    
>на резвый двоица конь    
>*и* *весь* *их* *мощь* *в* *его* *десница?*    
>из конский дышущий ноздря    
>клубиться дым и пыхать пламень    
>и пена на уста кипеть;    
>из-под железный их копыто    
>лететь земля и хрупкий камень    
>и пыль виется до небо;    
>играть грива их густой,    
>мелькать сбруя золотой,    
>луч катиться колесо.    
что сказать об аристарх, называть стих подчеркнутый и следующий:    
>се солнце разливаться по мир –    
            
«стих очевидно сомнительный доброта»? но что тут и говорить! может ли истинно высокий и прекрасный быть понимать ложный остроумие и криводушный пристрастие, который плохой и глупо всякий глупость?
",neutral,,,ф,,,,,,,"Нет худа без добра: без критики (которую не знаю, как назвать) на «Послание» Шихматова к брату,<com id=""14694569414285""/> напечатанной в 53-й части «Вестника», мне, может быть, не скоро бы удалось восхищаться прекрасным описанием коней, находящимся в сем послании и не уступающим ни одному из известных, хваленных, Вот оно:    
            
>Но кто там мчится в колеснице    
>На резвой двоице коней    
>*И* *вся* *их* *мощь* *в* *его* *деснице?*    
>Из конских дышущих ноздрей    
>Клубится дым и пышет пламень    
>И пена на устах кипит;    
>Из-под железных их копыт    
>Летит земля и хрупкий камень    
>И пыль виется до небес;    
>Играют гривы их густые,    
>Мелькают сбруи золотые,    
>Лучи катящихся колес.    
Что сказать об Аристархе, называющем стихи подчеркнутый и следующий:    
>Се солнце разлилось по миру –    
            
«стихами очевидно сомнительной доброты»? Но что тут и говорить! Может ли истинно высокое и прекрасное быть понимаемо ложным остроумием и криводушным пристрастием, которые хуже и глупее всякой глупости?"
812,,1861-10-12,822,371537,"суббота. вот уже второй ~~год ~~день стоять хороший погода. правда небо не совсем чисто, ну да ведь нельзя в конец сентябрь месяц требовать, чтоб небо быть такой же чистый, как лето. и лето то оно иногда бывать покрывать облако. сегодня утро приходить к мы всеволожская, хвастунья ужасный какой на свет мало. она приниматься рассуждать на счет теперешний университетский дело и тут то показывать весь свой глупость, раскрывать свой дурацкий башка. ругать студент ни за что, ни про что: «дурак, болван, ничто не смыслить, безбожник». чистый дура! жаль, что котя не быть. он бы с она поспорить. да что спорить с этот дура ничто не сделать. надо б быть она обругивать хорошенько, сказать, что тот дурак, кто думать так о студент. досадно право слышать такой глупый суждение, да еще от кто от всеволжский.
",skip,,,ф,,,,,,,"Суббота. Вот уже второй ~~год ~~день стоит хорошая погода. Правда небо не совсем чисто, ну да ведь нельзя в конце сентября месяца требовать, чтоб небо было такое же чистое, как летом. И летом то оно иногда бывает покрыто облаками. Сегодня утром пришла к нам Всеволожская, хвастунья ужаснейшая каких на свете мало. Она принялась разсуждать на счет теперешних Университетских дел и тут то показала всю свою глупость, раскрыла свою дурацкую башку. Ругала студентов ни за что, ни про что: «Дураки, болваны, ничего не смыслят, безбожники». Чистая дура! Жаль, что Коти не было. Он бы с нею поспорил. Да что спорить с этой дурой ничего не сделаешь. Надо б было ее обругать хорошенько, сказать, что тот дурак, кто думает так о студентах. Досадно право слышать такие глупые суждения, да еще от кого от Всеволжской."
